angles,magnitude,activity
0.366225,0.377127,0
0.414154,0.398481,0
0.0111136,0.0123708,0
0.193211,0.18406,0
-0.215631,-0.596406,0
0.337693,0.211058,0
0.327586,1.01724,0
0.954654,0.75678,0
1.3805,2.6305,0
0,0,0
8.87931,8.2931,0
1.07164,4.44857,0
0.477488,0.743395,0
0.5757,0.84104,0
0.0107268,0.00786563,0
0.24537,0.394836,0
-0.44639,-0.380008,0
0.251033,0.237603,0
0.431818,0.954545,0
1.87411,1.02984,0
1.38998,2.52221,0
0,0,0
8.75,8.13636,0
1.23295,5.02686,0
0.582077,0.729275,0
0.688625,0.775477,0
0.00852071,0.00852071,0
0.318676,0.368119,0
-0.336796,-0.616476,0
0.321995,0.343537,0
0.142857,0.357143,0
0.936042,0.851575,0
1.37245,2.28345,0
0,0,0
8.71429,7.88095,0
1.53742,5.00964,0
0.560722,0.567768,0
0.583977,0.596428,0
0.0115543,0.0125995,0
0.178103,0.179569,0
-0.614092,-0.714783,0
0.307622,0.263545,0
0.393939,1.24242,0
-0.490945,0.0174524,0
1.30487,1.8944,0
0,0,0
8.75758,8.09091,0
1.03214,3.17355,0
0.481645,0.643907,0
0.605258,0.75118,0
0.00987122,0.00740336,0
0.279525,0.420447,0
-0.478817,-0.764249,0
0.533467,0.534042,0
0.186441,0.610169,0
0.547724,0.746876,0
1.82448,3.81241,0
0,0,0
7,3.86441,0
2.84746,9.81212,0
0.394428,0.445461,0
0.394428,0.445461,0
0.0129031,0.0128852,0
0.150793,0.164845,0
-0.632165,-0.667013,0
0.456276,0.489589,0
0.292683,1.12195,0
0.337849,0.571501,0
1.92088,4.2445,0
0,0,0
7.07317,4.09756,0
3.04343,10.088,0
0.461941,0.465793,0
0.476621,0.492291,0
0.0113282,0.010157,0
0.221242,0.290623,0
-1.06338,-0.898543,0
0.509566,0.516582,0
0.0714286,0.0535714,0
0.916149,1.01194,0
1.85204,3.98852,0
0,0,0
7.14286,4.23214,0
3.19388,12.0711,0
0.386257,0.396074,0
0.397004,0.406821,0
0.0133082,0.0137964,0
0.111743,0.0907153,0
-0.784452,-0.824973,0
0.502149,0.481653,0
0.4,1.4,0
1.68178,0.992291,0
1.64,3.36231,0
0,0,0
7.01818,3.90909,0
2.56331,9.46446,0
0.402605,0.488322,0
0.402605,0.499265,0
0.0118065,0.0108561,0
0.198595,0.262103,0
-1.20339,-1.03264,0
0.838367,1,0
0.0571429,0,0
0.469654,0,0
1.05388,1,0
0,0,0
5.88571,2,0
0.158367,0,0
0.150716,-4.34882E-06,0
0.167914,-4.34882E-06,0
0.0136972,0.0153809,0
0.0951159,-4.34882E-06,0
-0.234331,0,0
0.875556,1,0
0.0666667,0,0
0,0,0
1,1,0
0,0,0
5.93333,2,0
0.0622222,0,0
0.106363,-4.34882E-06,0
0.106363,-4.34882E-06,0
0.0134364,0.0153809,0
0.106363,-4.34882E-06,0
51576.3,0,0
0.889273,1,0
0.0588235,0,0
-1176470000,0,0
1,1,0
0,0,0
5.94118,2,0
0.0553633,0,0
0.0971508,-4.34882E-06,0
0.0971508,-4.34882E-06,0
0.0136508,0.0153809,0
0.0971508,-4.34882E-06,0
45291.1,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.385234,1,0
0.152542,0,0
0.789253,0,0
1.24131,1,0
0,0,0
4.83051,2,0
0.81873,0,0
0.433171,-4.34882E-06,0
0.478677,-4.34882E-06,0
0.0113411,0.0153809,0
0.185476,-4.34882E-06,0
-0.378142,0,0
0.268,1,0
0.46,0,0
0.166662,0,0
1.24,1,0
0,0,0
4.82,2,0
0.5076,0,0
0.4489,-4.34882E-06,0
0.587181,-4.34882E-06,0
0.00761836,0.0153809,0
0.29963,-4.34882E-06,0
-0.00305797,0,0
0.281213,1,0
0.362069,0,0
0.156357,0,0
1.24524,1,0
0,0,0
4.84483,2,0
0.613853,0,0
0.468033,-4.34882E-06,0
0.576844,-4.34882E-06,0
0.00816289,0.0153809,0
0.28428,-4.34882E-06,0
-0.0499558,0,0
0.290296,1,0
0.428571,0,0
-0.499978,0,0
1.2449,1,0
0,0,0
4.7551,2,0
0.511454,0,0
0.445042,-4.34882E-06,0
0.568723,-4.34882E-06,0
0.0077278,0.0153809,0
0.296575,-4.34882E-06,0
-0.0393736,0,0
0.578972,1,0
0.121212,0,0
1.17249,0,0
1.17562,1,0
0,0,0
5.60606,2,0
0.511478,0,0
0.325099,-4.34882E-06,0
0.354697,-4.34882E-06,0
0.0120521,0.0153809,0
0.160391,-4.34882E-06,0
-0.337698,0,0
0.426119,1,0
0.241935,0,0
0.241837,0,0
1.19147,1,0
0,0,0
5.46774,2,0
0.539282,0,0
0.401067,-4.34882E-06,0
0.473659,-4.34882E-06,0
0.00964952,0.0153809,0
0.240287,-4.34882E-06,0
-0.119778,0,0
0.543809,1,0
0.118644,0,0
0.163112,0,0
1.16202,1,0
0,0,0
5.54237,2,0
0.587188,0,0
0.345548,-4.34882E-06,0
0.376371,-4.34882E-06,0
0.0121131,0.0153809,0
0.158168,-4.34882E-06,0
-0.421479,0,0
0.457064,1,0
0.175439,0,0
-0.395084,0,0
1.17605,1,0
0,0,0
5.4386,2,0
0.632195,0,0
0.396525,-4.34882E-06,0
0.434647,-4.34882E-06,0
0.0108602,0.0153809,0
0.20168,-4.34882E-06,0
-0.374994,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.464725,0.443668,0
0.697368,0.157895,0
0.858403,0.108081,0
1.92936,1.36512,0
0,0,0
8.55921,8.68421,0
2.09518,1.1108,0
0.52416,0.468582,0
0.55144,0.516452,0
0.0117526,0.0118496,0
0.224488,0.181484,0
-0.638744,-0.486849,0
0.427348,0.423092,0
0.755172,0.248276,0
0.523977,-0.560059,0
1.94174,1.37576,0
0,0,0
8.54138,8.66207,0
1.96553,0.982354,0
0.565625,0.472759,0
0.6223,0.534058,0
0.00990784,0.0108951,0
0.299875,0.228587,0
-0.44041,-0.401174,0
0.434522,0.446438,0
0.438944,0.171617,0
0.392624,0.283466,0
1.86941,1.35927,0
0,0,0
8.41914,8.69967,0
2.95633,1.20023,0
0.55439,0.459009,0
0.609427,0.519275,0
0.0111979,0.0122106,0
0.221794,0.175183,0
-0.546877,-0.522727,0
0.445792,0.430006,0
0.934932,0.246575,0
-1.17168,0.83876,0
1.44627,1.27617,0
0,0,0
8.53082,8.63699,0
1.70795,0.991509,0
0.541737,0.477163,0
0.605416,0.541818,0
0.0100738,0.0110813,0
0.294403,0.220312,0
-0.739686,-0.447326,0
0.822889,0.871308,0
0.0138249,0,0
1.54512,0.999921,0
1.07607,1.06435,0
0,0,0
8.17972,8.13825,0
0.313322,0.257385,0
0.155302,0.109159,0
0.155302,0.109159,0
0.0149548,0.0153809,0
0.0316589,-4.34882E-06,0
-0.865076,-0.999541,0
0.811292,0.846593,0
0.0776699,0.0825243,0
-1.61748,-2.60174,0
1.07974,1.06334,0
0,0,0
8.12621,8.08252,0
0.158827,0.075714,0
0.167313,0.123718,0
0.183587,0.140415,0
0.0131422,0.0130148,0
0.118572,0.123718,0
-0.189597,-0.13493,0
0.798796,0.831201,0
0.0825688,0.0917431,0
-2.15924,-2.76392,0
1.09437,1.0719,0
0,0,0
8.13761,8.09174,0
0.173723,0.0833263,0
0.177446,0.133125,0
0.185136,0.149963,0
0.0130136,0.0127769,0
0.123765,0.133125,0
-0.269464,-0.159493,0
0.785872,0.836832,0
0.0985222,0.0886699,0
-2.36448,-2.93496,0
1.09663,1.07261,0
0,0,0
8.13793,8.08867,0
0.158315,0.0808076,0
0.180934,0.130041,0
0.194839,0.143469,0
0.0126054,0.0128556,0
0.139758,0.130041,0
-0.208201,-0.187847,0
0.461458,0.266961,0
0.15942,0.391304,0
1.37575,1.11535,0
1.19282,1.37681,0
0,0,0
8.56522,8.07246,0
0.651544,1.19765,0
0.39227,0.604591,0
0.437649,0.720006,0
0.0111932,0.00851518,0
0.190519,0.308431,0
-0.323092,-0.261317,0
0.407603,0.293223,0
0.236364,0.290909,0
2.81305,1.66931,0
1.1805,1.32595,0
0,0,0
8.6,8.18182,0
0.603636,1.13058,0
0.419512,0.59882,0
0.474961,0.674203,0
0.00974036,0.00893458,0
0.237486,0.261855,0
-0.272966,-0.294832,0
0.510533,0.411598,0
0.107692,0.215385,0
0.462151,1.05629,0
1.20024,1.27314,0
0,0,0
8.53846,8.15385,0
0.67929,0.991716,0
0.36254,0.492206,0
0.394476,0.558971,0
0.0123779,0.0109134,0
0.148374,0.219835,0
-0.435457,-0.463511,0
0.437642,0.299572,0
0.285714,0.349206,0
-1.33329,0.208328,0
1.20408,1.38095,0
0,0,0
8.47619,7.96825,0
0.439909,1.04661,0
0.381624,0.581125,0
0.460601,0.69234,0
0.00900331,0.00865687,0
0.259816,0.29287,0
-0.0813425,-0.202539,0
0.407914,0.261834,0
0.134615,0.548077,0
0.564927,0.764344,0
1.95035,4.38674,0
0,0,0
8.17308,5.93269,0
3.72004,12.8512,0
0.465442,0.639084,0
0.465442,0.694898,0
0.0123963,0.00833979,0
0.160588,0.345703,0
-0.889022,-0.657637,0
0.378194,0.243612,0
0.182796,0.688172,0
0.342876,0.67175,0
1.89999,4.30859,0
0,0,0
8.26882,6.08602,0
3.46537,12.5087,0
0.49336,0.679305,0
0.49336,0.727341,0
0.0113378,0.00820156,0
0.200795,0.357975,0
-0.77543,-0.709966,0
0.433103,0.312572,0
0.0196078,0.127451,0
0.925365,0.968281,0
1.91974,4.4011,0
0,0,0
8.19608,6.02941,0
3.66744,13.5384,0
0.419583,0.611827,0
0.419583,0.635428,0
0.0147801,0.0125905,0
0.0419046,0.15313,0
-0.916127,-0.777833,0
0.395725,0.257095,0
0.186813,0.67033,0
1.36062,1.01912,0
1.94457,4.44693,0
0,0,0
8.18681,5.98901,0
3.58049,12.9339,0
0.477218,0.664589,0
0.477218,0.725982,0
0.0119921,0.0085165,0
0.184991,0.351677,0
-0.70238,-0.599813,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.946331,1,0
0.0273973,0,0
-0.0138674,0,0
1.01351,1,0
0,0,0
5.9726,2,0
0.0266466,0,0
0.0545278,-4.34882E-06,0
0.0627709,-4.34882E-06,0
0.0145482,0.0153809,0
0.0545278,-4.34882E-06,0
-0.00262582,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.753049,1,0
0.0547945,0,0
0.719185,0,0
1.09758,1,0
0,0,0
4.21918,2,0
0.335523,0,0
0.213507,-4.34882E-06,0
0.229998,-4.34882E-06,0
0.0137624,0.0153809,0
0.0922344,-4.34882E-06,0
-0.467651,0,0
0.705,1,0
0.0833333,0,0
0.423051,0,0
1.11556,1,0
0,0,0
4.25,2,0
0.354167,0,0
0.245835,-4.34882E-06,0
0.270188,-4.34882E-06,0
0.0129937,0.0153809,0
0.124563,-4.34882E-06,0
-0.336064,0,0
0.768902,1,0
0.0384615,0,0
0.623148,0,0
1.10207,1,0
0,0,0
4.21795,2,0
0.349934,0,0
0.200317,-4.34882E-06,0
0.210945,-4.34882E-06,0
0.0142252,0.0153809,0
0.0707916,-4.34882E-06,0
-0.568614,0,0
0.723864,1,0
0.0704225,0,0
0.491009,0,0
1.11069,1,0
0,0,0
4.23944,2,0
0.351121,0,0
0.2336,-4.34882E-06,0
0.254179,-4.34882E-06,0
0.0133351,0.0153809,0
0.110619,-4.34882E-06,0
-0.388896,0,0
0.388089,1,0
0.133333,0,0
1.05407,0,0
1.2464,1,0
0,0,0
4.93333,2,0
0.862222,0,0
0.430301,-4.34882E-06,0
0.46567,-4.34882E-06,0
0.0117697,0.0153809,0
0.170528,-4.34882E-06,0
-0.455507,0,0
0.287158,1,0
0.310345,0,0
0.584207,0,0
1.24881,1,0
0,0,0
4.96552,2,0
0.688466,0,0
0.476211,-4.34882E-06,0
0.568796,-4.34882E-06,0
0.00869239,0.0153809,0
0.268983,-4.34882E-06,0
-0.110831,0,0
0.342995,1,0
0.217391,0,0
0.125839,0,0
1.24869,1,0
0,0,0
4.85507,2,0
0.761605,0,0
0.457105,-4.34882E-06,0
0.517195,-4.34882E-06,0
0.0100642,0.0153809,0
0.227382,-4.34882E-06,0
-0.260092,0,0
0.342128,1,0
0.205882,0,0
0.234623,0,0
1.24978,1,0
0,0,0
4.91177,2,0
0.786332,0,0
0.457724,-4.34882E-06,0
0.515995,-4.34882E-06,0
0.0102716,0.0153809,0
0.220808,-4.34882E-06,0
-0.279784,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.95457,1,0
0.0232558,0,0
-465117000,0,0
1,1,0
0,0,0
5.97674,2,0
0.022715,0,0
0.0479605,-4.34882E-06,0
0.0479605,-4.34882E-06,0
0.014671,0.0153809,0
0.0479605,-4.34882E-06,0
15708.7,0,0
0.840652,1,0
0.0851064,0,0
-0.0444343,0,0
1.04074,1,0
0,0,0
5.91489,2,0
0.0778633,1.42109E-14,0
0.1264,-4.29705E-06,0
0.152015,-4.29705E-06,0
0.0129476,0.0153809,0
0.1264,-4.29705E-06,0
-0.0107474,0,0
0.95125,1,0
0.025,0,0
2.02537,0,0
1.02437,1,0
0,0,0
5.975,2,0
0.024375,0,0
0.0507633,-4.34882E-06,0
0.0507633,-4.34882E-06,0
0.0146191,0.0153809,0
0.0507633,-4.34882E-06,0
-0.216596,0,0
0.257861,0.279412,0
1.42857,0.577143,0
0.848128,0.515652,0
2.31703,1.62531,0
0,0,0
10.48,9.70857,0
1.88389,1.95507,0
0.628042,0.65078,0
0.705068,0.821733,0
0.00816147,0.00758698,0
0.352243,0.36448,0
-0.243808,-0.232337,0
0.231673,0.242357,0
1.6859,0.833333,0
0.716019,-0.542993,0
2.46729,1.61485,0
0,0,0
10.5192,9.69231,0
1.90348,1.68738,0
0.635767,0.656395,0
0.72779,0.84515,0
0.00737189,0.00647815,0
0.381481,0.420486,0
-0.199376,-0.156072,0
0.259723,0.26346,0
0.752941,0.547059,0
0.75603,0.570222,0
2.37439,1.72543,0
0,0,0
10.2471,9.7,0
4.71543,2.29235,0
0.643893,0.681746,0
0.712901,0.818259,0
0.00949851,0.00825824,0
0.279132,0.341852,0
-0.371776,-0.282972,0
0.231748,0.251314,0
1.64706,0.869281,0
-3.52202,0.25739,0
1.31219,1.55449,0
0,0,0
10.4706,9.70588,0
1.97463,1.54095,0
0.643196,0.644519,0
0.73524,0.848996,0
0.00741517,0.00635789,0
0.381561,0.426527,0
-0.720371,-0.109471,0
0.50446,0.240133,0
0.143382,0.375,0
0.45034,0.34791,0
1.21405,1.4003,0
0,0,0
9.65073,8.65441,0
0.697867,1.22616,0
0.417111,0.596778,0
0.460004,0.721843,0
0.0115426,0.00831683,0
0.178511,0.301805,0
-0.361867,-0.214046,0
0.444178,0.187673,0
0.205992,0.614232,0
-0.286764,0.00185032,0
1.22994,1.40149,0
0,0,0
9.6367,8.59176,0
0.688241,1.01312,0
0.458462,0.600358,0
0.516979,0.800764,0
0.0102696,0.00697143,0
0.220873,0.365426,0
-0.238929,-0.0413753,0
0.464575,0.201603,0
0.16129,0.46595,0
0.21455,0.651809,0
1.23273,1.43237,0
0,0,0
9.59498,8.59498,0
0.742771,1.21589,0
0.44327,0.617898,0
0.490544,0.770723,0
0.0111535,0.00761663,0
0.191864,0.328942,0
-0.330248,-0.136893,0
0.451546,0.191632,0
0.197719,0.577947,0
0.293287,0.394852,0
1.21521,1.38957,0
0,0,0
9.62738,8.60076,0
0.682445,0.992699,0
0.451599,0.598463,0
0.510779,0.787719,0
0.0104238,0.00714017,0
0.215933,0.350279,0
-0.243076,-0.0428912,0
0.417817,0.282051,0
0.230769,0.25641,0
0.869633,1.10443,0
1.19675,1.36818,0
0,0,0
8.5641,7.79487,0
0.579224,1.29126,0
0.4092,0.608401,0
0.478044,0.681667,0
0.00983352,0.00942261,0
0.234599,0.247221,0
-0.154178,-0.331011,0
0.481008,0.308254,0
0.175676,0.216216,0
1.30541,1.28395,0
1.17695,1.33309,0
0,0,0
8.5,7.78378,0
0.574324,1.3046,0
0.37934,0.589756,0
0.430169,0.634232,0
0.0108554,0.010085,0
0.201839,0.226727,0
-0.253083,-0.467091,0
0.481805,0.397212,0
0.108696,0.0978261,0
1.87872,0.940841,0
1.1979,1.36767,0
0,0,0
8.6087,7.92391,0
0.738185,1.35291,0
0.378992,0.515945,0
0.40261,0.54491,0
0.0123533,0.0126229,0
0.149293,0.139087,0
-0.525095,-0.611315,0
0.404444,0.379911,0
0.24,0.226667,0
-0.4093,-0.555474,0
1.2176,1.31716,0
0,0,0
8.58667,7.98667,0
0.589156,0.973156,0
0.41654,0.537309,0
0.486188,0.579057,0
0.00968086,0.00990308,0
0.239322,0.232433,0
-0.149969,-0.375195,0
0.338296,0.335526,0
0.144737,0.223684,0
0.859384,0.888008,0
2.40374,4.28999,0
0,0,0
7.69737,5.48684,0
5.42157,12.7498,0
0.534778,0.567666,0
0.577992,0.567666,0
0.0123998,0.0130598,0
0.163349,0.149676,0
-0.782968,-0.796751,0
0.249452,0.319942,0
0.391892,0.391892,0
0.683865,0.843872,0
2.49616,4.11614,0
0,0,0
7.58108,5.28378,0
5.24343,12.0951,0
0.626006,0.605592,0
0.718153,0.613724,0
0.00811621,0.0119055,0
0.306407,0.211703,0
-0.628548,-0.783284,0
0.274806,0.403445,0
0.308642,0.0493827,0
0.879295,1.03431,0
2.4321,4.23762,0
0,0,0
7.32099,5.06173,0
5.47721,13.1443,0
0.537537,0.483844,0
0.630336,0.483844,0
0.00871267,0.0139139,0
0.26839,0.0854143,0
-0.686146,-0.964651,0
0.277682,0.341696,0
0.397059,0.161765,0
0.957982,1.08065,0
2.40052,4.09948,0
0,0,0
7.51471,5.25,0
5.2792,12.7169,0
0.556733,0.571003,0
0.669609,0.571003,0
0.00845369,0.0120896,0
0.310629,0.176544,0
-0.677196,-0.82213,0
0.521861,1,0
0.0958904,0,0
0.644219,0,0
1.19253,1,0
0,0,0
5.46575,2,0
0.687183,0,0
0.354678,-4.34882E-06,0
0.383113,-4.34882E-06,0
0.0126716,0.0153809,0
0.13721,-4.34882E-06,0
-0.486278,0,0
0.383873,1,0
0.375,0,0
0.141999,0,0
1.19425,1,0
0,0,0
5.48611,2,0
0.388696,0,0
0.381985,-4.34882E-06,0
0.494755,-4.34882E-06,0
0.00805664,0.0153809,0
0.287305,-4.34882E-06,0
-0.00115586,0,0
0.404664,1,0
0.358025,0,0
-0.100165,0,0
1.17955,1,0
0,0,0
5.51852,2,0
0.373114,0,0
0.371521,-4.34882E-06,0
0.479201,-4.34882E-06,0
0.00819827,0.0153809,0
0.28327,-4.34882E-06,0
-0.00116328,0,0
0.36522,1,0
0.358974,0,0
0.321724,0,0
1.20792,1,0
0,0,0
5.4359,2,0
0.451019,0,0
0.405907,-4.34882E-06,0
0.513567,-4.34882E-06,0
0.00818987,0.0153809,0
0.28351,-4.34882E-06,0
-0.0131703,0,0
0.291256,1,0
0.307692,0,0
0.692077,0,0
1.24984,1,0
0,0,0
5.07692,2,0
0.686391,0,0
0.474597,-4.34882E-06,0
0.565353,-4.34882E-06,0
0.00872406,0.0153809,0
0.268056,-4.34882E-06,0
-0.117196,0,0
0.26954,1,0
0.378378,0,0
0.56723,0,0
1.24982,1,0
0,0,0
5.08108,2,0
0.615048,0,0
0.472863,-4.34882E-06,0
0.585079,-4.34882E-06,0
0.0080306,0.0153809,0
0.288043,-4.34882E-06,0
-0.0511096,0,0
0.3416,1,0
0.2,0,0
0.839967,0,0
1.25,1,0
0,0,0
5.04,2,0
0.7984,0,0
0.457699,-4.34882E-06,0
0.516151,-4.34882E-06,0
0.0103809,0.0153809,0
0.217313,-4.34882E-06,0
-0.285333,0,0
0.265913,1,0
0.414634,0,0
-0.607817,0,0
1.24271,1,0
0,0,0
5.04878,2,0
0.582986,1.42109E-14,0
0.469985,-4.29705E-06,0
0.586893,-4.29705E-06,0
0.00779609,0.0153809,0
0.294661,-4.29705E-06,0
-0.0702191,0,0
0.955579,1,0
0,0,0
0.999866,0,0
1.02221,1,0
0,0,0
5.95455,2,0
0.088843,0,0
0.0470998,-4.34882E-06,0
0.0470998,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
-0.996256,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.924644,1,0
0.0392157,0,0
0,0,0
1,1,0
0,0,0
5.96078,2,0
0.0376778,0,0
0.0718425,-4.34882E-06,0
0.0718425,-4.34882E-06,0
0.0142034,0.0153809,0
0.0718425,-4.34882E-06,0
28230.7,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
1,1,0
0,0,0
0,0,0
1,1,0
0,0,0
6,2,0
0,0,0
-4.34882E-06,-4.34882E-06,0
-4.34882E-06,-4.34882E-06,0
0.0153809,0.0153809,0
-4.34882E-06,-4.34882E-06,0
0,0,0
0.971435,1,0
0.0144928,0,0
2.01437,0,0
1.01428,1,0
0,0,0
5.98551,2,0
0.0142827,0,0
0.0328896,-4.34882E-06,0
0.0328896,-4.34882E-06,0
0.0149345,0.0153809,0
0.0328896,-4.34882E-06,0
-0.192768,0,0
0.936039,1,0
0.0327869,0,0
-0.016631,0,0
1.01612,1,0
0,0,0
5.96721,2,0
0.0317119,1.42109E-14,0
0.0626601,-4.29705E-06,0
0.0725255,-4.29705E-06,0
0.0143899,0.0153809,0
0.0626601,-4.29705E-06,0
-0.00326456,0,0
0.362659,0.201994,0
0.242105,0.51579,0
0.639179,0.413174,0
1.58349,1.98659,0
0,0,0
11.1263,10.1368,0
1.54194,3.69706,0
0.518165,0.761113,0
0.552809,0.839852,0
0.0111773,0.00967795,0
0.206205,0.271989,0
-0.536002,-0.513688,0
0.278372,0.169771,0
0.609195,0.816092,0
0.729797,0.504127,0
1.89338,2.18219,0
0,0,0
11.1149,10.1954,0
1.7569,3.76642,0
0.614764,0.762437,0
0.681951,0.958321,0
0.00838274,0.00722671,0
0.332438,0.401182,0
-0.289297,-0.347097,0
0.308055,0.192368,0
0.461538,0.648352,0
1.07054,1.01391,0
1.62287,2.57807,0
0,0,0
11.1209,10.011,0
1.93044,4.7801,0
0.591707,0.79093,0
0.639128,0.914944,0
0.0100864,0.00829385,0
0.259622,0.32694,0
-0.467185,-0.515977,0
0.29634,0.198178,0
0.519481,1.03896,0
0.207082,1.12159,0
1.29482,2.2815,0
0,0,0
11.1169,10.1039,0
1.71361,3.05414,0
0.537612,0.717521,0
0.615797,0.877121,0
0.00844461,0.00804404,0
0.30827,0.387596,0
-0.645077,-0.428008,0
0.286514,0.182024,0
0.320261,0.24183,0
0.23446,0.759229,0
1.2476,1.97732,0
0,0,0
11.0915,8.83007,0
0.671366,3.6574,0
0.474257,0.759375,0
0.570632,0.832245,0
0.00857792,0.00993557,0
0.272323,0.242841,0
-0.0929567,-0.544654,0
0.280821,0.129822,0
0.368794,0.475177,0
-1.11645,0.695679,0
1.23792,2.07208,0
0,0,0
11.1489,9.02837,0
0.609024,3.75806,0
0.468196,0.815796,0
0.57623,0.968001,0
0.00810633,0.00773694,0
0.285892,0.336588,0
-0.0634052,-0.349448,0
0.351879,0.135802,0
0.207407,0.437037,0
-0.563922,0.670299,0
1.23682,2.03353,0
0,0,0
11.1704,8.8963,0
0.763566,3.51517,0
0.452274,0.809092,0
0.510978,0.944388,0
0.0102437,0.00785171,0
0.221699,0.322761,0
-0.276342,-0.367854,0
0.269743,0.132002,0
0.424242,0.5,0
-0.159524,0.933315,0
1.24174,2.02273,0
0,0,0
11.1667,9.06061,0
0.54798,3.46602,0
0.458705,0.809736,0
0.586293,0.96477,0
0.00774771,0.00755939,0
0.296017,0.343523,0
-0.0127027,-0.334564,0
0.717869,0.225991,0
0.0733945,0.40367,0
-0.474735,1.05116,0
1.13686,1.89622,0
0,0,0
10.0183,7.74312,0
0.403333,3.12667,0
0.281551,0.697188,0
0.292594,0.8175,0
0.0132556,0.00938915,0
0.113921,0.294542,0
-0.459094,-0.463567,0
0.701132,0.169239,0
0.0740741,0.555556,0
-0.387845,0.956658,0
1.14678,2.06859,0
0,0,0
10.037,7.94444,0
0.443073,3.55247,0
0.291342,0.760353,0
0.307779,0.913365,0
0.0132375,0.00783628,0
0.114668,0.353104,0
-0.471299,-0.347411,0
0.659018,0.218889,0
0.0619469,0.353982,0
0.166656,0.99034,0
1.15929,1.918,0
0,0,0
9.97345,7.76991,0
0.592216,3.38069,0
0.321846,0.719928,0
0.334775,0.835839,0
0.0135649,0.00932126,0
0.100874,0.287279,0
-0.633277,-0.433942,0
0.74885,0.171013,0
0.0854701,0.726496,0
0.666304,0.534937,0
1.07685,1.97407,0
0,0,0
10.0171,7.78632,0
0.290306,3.10819,0
0.25172,0.742232,0
0.274237,0.940259,0
0.0129382,0.0071466,0
0.126775,0.396009,0
-0.386129,-0.239166,0
0.32955,0.333979,0
0.152941,0.458824,0
0.517457,0.732611,0
1.95087,3.64,0
0,0,0
7.63529,4.52941,0
3.5964,9.63737,0
0.588025,0.639368,0
0.602689,0.639368,0
0.012098,0.0103246,0
0.173903,0.277926,0
-0.730528,-0.832938,0
0.366213,0.367347,0
0.22619,0.607143,0
0.317589,0.685132,0
1.9246,3.64668,0
0,0,0
7.4881,4.34524,0
3.39272,9.3451,0
0.539981,0.615128,0
0.557374,0.629966,0
